Haltestellenname,route,name_sanitized
"Rotthalmünster, Marktplatz",6185,"Rotthalmünster, Marktplatz"
"Rotthalmünster, Krankenhaus",6185,"Rotthalmünster, Krankenhaus"
"Machendorf, Gh Schönhofer",6206,"Machendorf, Gh Schönhofer"
Atzing bei Simbach a.Inn,6206,Atzing bei Simbach a.Inn
"Simbach a.Inn, Lengd. Siedlung",6206,"Simbach a.Inn, Lengd. Siedlung"
"Simbach a.Inn, Schulzentrum",6206,"Simbach a.Inn, Schulzentrum"
"Simbach a.Inn, Sonnenapotheke",6206,"Simbach a.Inn, Sonnenapotheke"
"Simbach a.Inn, Busbahnhof / Bf",6206,"Simbach a.Inn, Busbahnhof / Bf"
"Erlach, Kirche",6206,"Erlach, Kirche"
Waltersdorf bei Simbach a.Inn,6206,Waltersdorf bei Simbach a.Inn
Dietmaning,6206,Dietmaning
"Prienbach, Gh Post",6206,"Prienbach, Gh Post"
Edmaier,6206,Edmaier
"Pettenau, Abzw",6206,"Pettenau, Abzw"
"Ering, Wendeplatz",6206,"Ering, Wendeplatz"
Kühstein,6206,Kühstein
"Malching, Gh z Post",6206,"Malching, Gh z Post"
Voglarn bei Malching,6206,Voglarn bei Malching
"Aigen (Inn), Kirche",6206,"Aigen (Inn), Kirche"
"Hart bei Aigen (Inn), Siedlung",6206,"Hart bei Aigen (Inn), Siedlung"
Hart bei Aigen (Inn),6206,Hart bei Aigen (Inn)
"Hart, Abzw Wendlmuth",6206,"Hart, Abzw Wendlmuth"
"Schambach, Abzw Rotthalm.",6206,"Schambach, Abzw Rotthalm."
"Rotthalmünster, Krankenhaus",6206,"Rotthalmünster, Krankenhaus"
"Rotthalmünster, Marktplatz",6206,"Rotthalmünster, Marktplatz"
Aicha bei Rotthalmünster,6206,Aicha bei Rotthalmünster
Faltlleithen,6206,Faltlleithen
"Schambach, B 12",6206,"Schambach, B 12"
"Reith, Abzw.",6206,"Reith, Abzw."
"Tutting, Anw. Schachinger",6206,"Tutting, Anw. Schachinger"
"Tutting, Ort",6206,"Tutting, Ort"
"Tutting, Kapelle",6206,"Tutting, Kapelle"
"Kirchham, Schule",6206,"Kirchham, Schule"
"Kirchham, Haus Senator",6206,"Kirchham, Haus Senator"
"Waldstadt, Kaserne, Abzw",6206,"Waldstadt, Kaserne, Abzw"
"Kirchham, Haslinger Hof",6206,"Kirchham, Haslinger Hof"
"Bad Füssing, Seniorenheim",6206,"Bad Füssing, Seniorenheim"
"Bad Füssing, Füssinger Hof",6206,"Bad Füssing, Füssinger Hof"
Angering bei Bad Füssing,6206,Angering bei Bad Füssing
Angering 10-12,6206,Angering 10-12
"Haid, Gärtnerei",6206,"Haid, Gärtnerei"
"Pocking, OBI",6206,"Pocking, OBI"
"Pocking, Rathaus",6206,"Pocking, Rathaus"
"Pocking, Zentrum",6206,"Pocking, Zentrum"
"Pocking, Hauptschule",6206,"Pocking, Hauptschule"
"Pocking, Gymnasium",6206,"Pocking, Gymnasium"
"Pocking, Förderschule",6206,"Pocking, Förderschule"
"Pocking, Bahnhof",6206,"Pocking, Bahnhof"
"Würding, Raiffeisenbank",6207,"Würding, Raiffeisenbank"
"Bad Füssing, Johannesbad",6207,"Bad Füssing, Johannesbad"
"Riedenburg, Badehaus Kranzmann",6207,"Riedenburg, Badehaus Kranzmann"
"Bad Füssing, Europa-Therme",6207,"Bad Füssing, Europa-Therme"
"Bad Füssing, Kath. Kirche",6207,"Bad Füssing, Kath. Kirche"
"Bad Füssing, Thermalres. Köck",6207,"Bad Füssing, Thermalres. Köck"
"Bad Füssing, Füssinger Hof",6207,"Bad Füssing, Füssinger Hof"
"Safferstetten, Dorfplatz",6207,"Safferstetten, Dorfplatz"
"Safferstetten, Bachstraße",6207,"Safferstetten, Bachstraße"
"Kirchham, Haslinger Hof",6207,"Kirchham, Haslinger Hof"
"Kirchham, Jagdhof",6207,"Kirchham, Jagdhof"
"Kirchham, Haus Senator",6207,"Kirchham, Haus Senator"
"Kirchham, Schule",6207,"Kirchham, Schule"
"München, Seidlstraße",6207,"München, Seidlstraße"
"Mühldorf a.Inn, Schulzentrum",6209,"Mühldorf a.Inn, Schulzentrum"
Ödmühle,6209,Ödmühle
"Schoßbach, Fa. Huber",6209,"Schoßbach, Fa. Huber"
Güntering,6209,Güntering
"Stetten, B299",6209,"Stetten, B299"
Oberarbing,6209,Oberarbing
"Neumarkt St.Veit, Altött. Str.",6209,"Neumarkt St.Veit, Altött. Str."
"Neumarkt St.Veit, Bahnhof",6209,"Neumarkt St.Veit, Bahnhof"
"Massing, Marktplatz",6209,"Massing, Marktplatz"
"Oberdietfurt, Abzw B388",6209,"Oberdietfurt, Abzw B388"
Huldsessen,6209,Huldsessen
"Pischelsberg, Abzw",6209,"Pischelsberg, Abzw"
Weilberg,6209,Weilberg
"Eggenfelden, Rott",6209,"Eggenfelden, Rott"
"Eggenfelden, Bahnhof",6209,"Eggenfelden, Bahnhof"
"Eggenfelden, Busbahnhof",6209,"Eggenfelden, Busbahnhof"
"Eggenfelden, Theater",6209,"Eggenfelden, Theater"
"Spanberg b.Hebertsfelden, B388",6209,"Spanberg bei Hebertsfelden, B388"
"Hebertsfelden, Schule",6209,"Hebertsfelden, Schule"
"Edhof, Abzw. Bahnhof",6209,"Edhof, Abzw. Bahnhof"
"Edhof, B 388",6209,"Edhof, B 388"
"Postmünster, Abzw",6209,"Postmünster, Abzw"
"Pfarrkirchen, Berufsschule",6209,"Pfarrkirchen, Berufsschule"
"Pfarrkirchen, Schulzentrum",6209,"Pfarrkirchen, Schulzentrum"
"Pfarrkirchen, Galgenberg",6209,"Pfarrkirchen, Galgenberg"
"Pfarrkirchen, Busbahnhof/ Bf",6209,"Pfarrkirchen, Busbahnhof/ Bf"
"Bad Birnbach, Feuerwehrhaus",6209,"Bad Birnbach, Feuerwehrhaus"
"Lengham, Dorfplatz",6209,"Lengham, Dorfplatz"
"Luderbach, Abzw Bayerbach",6209,"Luderbach, Abzw Bayerbach"
"Bayerbach, Ortsmitte",6209,"Bayerbach, Ortsmitte"
"Karpfham, Baywa",6209,"Karpfham, Baywa"
"Schalkham, Straßenkreuzung",6209,"Schalkham, Straßenkreuzung"
"Kühnham, Abzw Schönburg",6209,"Kühnham, Abzw Schönburg"
Eggersham,6209,Eggersham
"Bad Füssing, Kath. Kirche",6209,"Bad Füssing, Kath. Kirche"
"Bad Füssing, Füssinger Hof",6209,"Bad Füssing, Füssinger Hof"
"Pocking, Rathaus",6209,"Pocking, Rathaus"
"Pocking, Bahnhof",6209,"Pocking, Bahnhof"
Neuindling,6209,Neuindling
"Rottau, Abzw. B388",6209,"Rottau, Abzw. B388"
"Ruhstorf, Bf",6209,"Ruhstorf, Bf"
"Ruhstorf, Passauerstr. Nr 5",6209,"Ruhstorf, Passauerstr. Nr 5"
Rottersham,6209,Rottersham
Eholfing,6209,Eholfing
"Sulzbach, Bf",6209,"Sulzbach, Bf"
"Sulzbach, Neuhauser Str. 15",6209,"Sulzbach, Neuhauser Str. 15"
"Engertsham, Gstöttl",6209,"Engertsham, Gstöttl"
"Bad Höhenstadt, Bf",6209,"Bad Höhenstadt, Bf"
"Bad Höhenstadt, Abzw Bf",6209,"Bad Höhenstadt, Abzw Bf"
Kemating bei Bad Höhenstadt,6209,Kemating bei Bad Höhenstadt
"Fürstenzell, Marktplatz",6209,"Fürstenzell, Marktplatz"
"Aspertsham, Abzw Fürstenzell",6209,"Aspertsham, Abzw Fürstenzell"
"Niederreisching, Abzw Aubach",6209,"Niederreisching, Abzw Aubach"
"Neukirchen a. Inn, Bf",6209,"Neukirchen a. Inn, Bf"
"Neukirchen a. Inn, Raiba",6209,"Neukirchen a. Inn, Raiba"
"Neukirchen a. Inn, Jochamstr.",6209,"Neukirchen a. Inn, Jochamstr."
"Pfenningbach, Hauptstraße",6209,"Pfenningbach, Hauptstraße"
"Passau, Kohlbruck",6209,"Passau, Kohlbruck"
"Passau, Traminer Straße",6209,"Passau, Traminer Straße"
"Passau, Breslauer Straße",6209,"Passau, Breslauer Straße"
"Passau, Schönleitnerweg",6209,"Passau, Schönleitnerweg"
"Passau, Kainzenweg",6209,"Passau, Kainzenweg"
"Passau, Schulzentrum/AOK",6209,"Passau, Schulzentrum/AOK"
"Passau, St. Anton",6209,"Passau, St. Anton"
"Passau, Giselastraße",6209,"Passau, Giselastraße"
"Passau, Leopoldstraße",6209,"Passau, Leopoldstraße"
"Passau, ZOB",6209,"Passau, ZOB"
"Passau, Hbf",6209,"Passau, Hbf"
"Bad Füssing, Kath. Kirche",6212,"Bad Füssing, Kath. Kirche"
"Bad Füssing, Füssinger Hof",6212,"Bad Füssing, Füssinger Hof"
"Bad Füssing, Therme I /Saunahof",6212,"Bad Füssing, Therme I /Saunahof"
"Bad Füssing, Kurplatz/Geml",6212,"Bad Füssing, Kurplatz/Geml"
"Bad Füssing, Europa-Therme",6212,"Bad Füssing, Europa-Therme"
"Riedenburg, Schloßtaverne",6212,"Riedenburg, Schloßtaverne"
"Riedenburg, Badehaus Kranzmann",6212,"Riedenburg, Badehaus Kranzmann"
"Bad Füssing, Abzw Johannesbad",6212,"Bad Füssing, Abzw Johannesbad"
"Bad Füssing, Hochhaus Schwarz",6212,"Bad Füssing, Hochhaus Schwarz"
"Würding, Raiffeisenbank",6212,"Würding, Raiffeisenbank"
"Würding, Am Gänseacker",6212,"Würding, Am Gänseacker"
"Würding, Weidach",6212,"Würding, Weidach"
Pram,6212,Pram
"Pocking, Süd",6212,"Pocking, Süd"
"Pocking, Hauptschule",6212,"Pocking, Hauptschule"
"Pocking, Gymnasium",6212,"Pocking, Gymnasium"
"Pocking, Rathaus",6212,"Pocking, Rathaus"
"Pocking, Zentrum",6212,"Pocking, Zentrum"
"Pocking, Bahnhof",6212,"Pocking, Bahnhof"
"Passau, Hbf",6226,"Passau, Hbf"
"Passau, Am Schanzlturm",6226,"Passau, Am Schanzlturm"
"Passau, Nagelschmiedgasse",6226,"Passau, Nagelschmiedgasse"
"Passau, Rathaus",6226,"Passau, Rathaus"
"Passau, Römerplatz",6226,"Passau, Römerplatz"
"Passau, Christdobl",6226,"Passau, Christdobl"
"Passau, Burgwald",6226,"Passau, Burgwald"
"Salzweg, Außenstelle LRA",6226,"Salzweg, Außenstelle LRA"
"Angl, Bäckerei Vogl",6226,"Angl, Bäckerei Vogl"
"Salzweg, Rathaus",6226,"Salzweg, Rathaus"
"Salzweg, Frauenhofer-Str.",6226,"Salzweg, Frauenhofer-Str."
Witzmannsberg bei Salzweg,6226,Witzmannsberg bei Salzweg
Kamping,6226,Kamping
Wurmeck,6226,Wurmeck
Hütten bei Salzweg,6226,Hütten bei Salzweg
"Euzersdorf, Abzw",6226,"Euzersdorf, Abzw"
"Tannöd, Gh Edelfurtner",6226,"Tannöd, Gh Edelfurtner"
"Draxing, Abzw",6226,"Draxing, Abzw"
"Büchlberg, Tennisplatz",6226,"Büchlberg, Tennisplatz"
"Büchlberg, BBW",6226,"Büchlberg, BBW"
"Büchlberg, Kremsreiter",6226,"Büchlberg, Kremsreiter"
"Büchlberg, Post",6226,"Büchlberg, Post"
Kreuzstraße Tankstelle,6226,Kreuzstraße Tankstelle
"Hutthurm, Sonnenhang",6226,"Hutthurm, Sonnenhang"
"Hutthurm, Bayerwaldstraße",6226,"Hutthurm, Bayerwaldstraße"
"Hutthurm, Schule",6226,"Hutthurm, Schule"
"Hutthurm, Sportplatz",6226,"Hutthurm, Sportplatz"
Kreuzstraße Tankstelle,6226,Kreuzstraße Tankstelle
"Büchlberg, Post",6226,"Büchlberg, Post"
"Büchlberg, Kremsreiter",6226,"Büchlberg, Kremsreiter"
Praßreuth,6226,Praßreuth
Freimadlsäge,6226,Freimadlsäge
"Raßberg, Abzw",6226,"Raßberg, Abzw"
Witzingerreut,6226,Witzingerreut
Saderreut,6226,Saderreut
"Großthannensteig, Abzw. Saderreut",6226,"Großthannensteig, Abzw. Saderreut"
"Großthannensteig, Wendeplatte",6226,"Großthannensteig, Wendeplatte"
"Prag B12, Abzw",6226,"Prag B12, Abzw"
Wimperstadl,6226,Wimperstadl
Vendelsberg,6226,Vendelsberg
"Guttenhofen, Abzw",6226,"Guttenhofen, Abzw"
"Außernbrünst, Bachl",6226,"Außernbrünst, Bachl"
"Denkhof, Auto Schanzer",6226,"Denkhof, Auto Schanzer"
Germannsberg,6226,Germannsberg
Windpassing bei Germannsberg,6226,Windpassing bei Germannsberg
Wotzing,6226,Wotzing
Eberhardsberg,6226,Eberhardsberg
Wotzing,6226,Wotzing
Windpassing bei Germannsberg,6226,Windpassing bei Germannsberg
Germannsberg,6226,Germannsberg
"Denkhof, Auto Schanzer",6226,"Denkhof, Auto Schanzer"
"Guttenhofen, Abzw",6226,"Guttenhofen, Abzw"
Vendelsberg,6226,Vendelsberg
Wimperstadl,6226,Wimperstadl
"Prag B12, Abzw",6226,"Prag B12, Abzw"
"Prag St 2321, Abzw Wimperstadl",6226,"Prag St 2321, Abzw Wimperstadl"
Oberpretz,6226,Oberpretz
"Prag, Auto Fisch",6226,"Prag, Auto Fisch"
"Prag, Kaltenecker-Str.",6226,"Prag, Kaltenecker-Str."
Ramling,6226,Ramling
"Kalteneck, Fuchsmühle",6226,"Kalteneck, Fuchsmühle"
"Lenzersdorf, Abzw",6226,"Lenzersdorf, Abzw"
"Wotzing, Abzw",6226,"Wotzing, Abzw"
"Bärnreuth, Kapelle",6226,"Bärnreuth, Kapelle"
"Bärnreuth, Sägewerk Winkler",6226,"Bärnreuth, Sägewerk Winkler"
"Bernhardsberg, Abzw",6226,"Bernhardsberg, Abzw"
"Unholdenberg, Abzw",6226,"Unholdenberg, Abzw"
"Waldkirchen, Altenheim (Saußm)",6226,"Waldkirchen, Altenheim (Saußm)"
"Waldkirchen, Am Kreisel",6226,"Waldkirchen, Am Kreisel"
"Waldkirchen, Gesundheitszentrum",6226,"Waldkirchen, Gesundheitszentrum"
"Waldkirchen, Bus Bf.",6226,"Waldkirchen, Bus Bf."
"Waldkirchen, Abzw. Bf.",6226,"Waldkirchen, Abzw. Bf."
"Waldkirchen, Gymnasium",6226,"Waldkirchen, Gymnasium"
"Pocking, Hauptschule",6228,"Pocking, Hauptschule"
"Pocking, Gymnasium",6228,"Pocking, Gymnasium"
"Pocking, Bahnhof",6228,"Pocking, Bahnhof"
"Pocking, Förderschule",6228,"Pocking, Förderschule"
"Pocking, Zentrum",6228,"Pocking, Zentrum"
"Pocking, Rathaus",6228,"Pocking, Rathaus"
"Pocking, Friedhof",6228,"Pocking, Friedhof"
Zell bei Pocking,6228,Zell bei Pocking
Thalling,6228,Thalling
"Thalling, Abzw Schönburg",6228,"Thalling, Abzw Schönburg"
Anzing,6228,Anzing
Felding,6228,Felding
"Waldstadt, Kaserne, Abzw",6228,"Waldstadt, Kaserne, Abzw"
"Osterholzen, Abzw",6228,"Osterholzen, Abzw"
"Kirchham, Haus Senator",6228,"Kirchham, Haus Senator"
"Kirchham, Schule",6228,"Kirchham, Schule"
"Tutting, Kapelle",6228,"Tutting, Kapelle"
"Tutting, Ort",6228,"Tutting, Ort"
"Tutting, Anw. Schachinger",6228,"Tutting, Anw. Schachinger"
"Reith, Abzw.",6228,"Reith, Abzw."
"Tutting, Ort",6228,"Tutting, Ort"
"Schambach, B 12",6228,"Schambach, B 12"
Dantl am Hart,6228,Dantl am Hart
"Malching, Gh z Post",6228,"Malching, Gh z Post"
"Malching, Schützenstr.5",6228,"Malching, Schützenstr.5"
Nündorf,6228,Nündorf
Niederhof bei Malching,6228,Niederhof bei Malching
Putz,6228,Putz
Harham,6228,Harham
Faltlleithen,6228,Faltlleithen
Weinberg,6228,Weinberg
Aicha bei Rotthalmünster,6228,Aicha bei Rotthalmünster
"Rotthalmünster, Bf",6228,"Rotthalmünster, Bf"
Harham,6228,Harham
Putz,6228,Putz
Niederhof bei Malching,6228,Niederhof bei Malching
"Malching, Abzw Nündorf",6228,"Malching, Abzw Nündorf"
"Schambach, B 12",6228,"Schambach, B 12"
"Reith, Abzw.",6228,"Reith, Abzw."
"Tutting, Anw. Schachinger",6228,"Tutting, Anw. Schachinger"
"Rotthalmünster, Marktplatz",6228,"Rotthalmünster, Marktplatz"
"Rotthalmünster, Griesb. Str.",6228,"Rotthalmünster, Griesb. Str."
"Unterwesterbach, Kreuzung",6228,"Unterwesterbach, Kreuzung"
"Pattenham, Sagermühle",6228,"Pattenham, Sagermühle"
"Pattenham, Feuerwehrhaus",6228,"Pattenham, Feuerwehrhaus"
Rottfelling,6228,Rottfelling
Kühbach bei Rotthalmünster,6228,Kühbach bei Rotthalmünster
Hubreith,6228,Hubreith
"Moosmühle, Abzw",6228,"Moosmühle, Abzw"
Hirla,6228,Hirla
Oberwesterbach,6228,Oberwesterbach
Kohlleiten,6228,Kohlleiten
"Kößlarn, Marktplatz",6228,"Kößlarn, Marktplatz"
Ragern,6228,Ragern
"Holzhäuser b. Kößlarn, Siedlung",6228,"Holzhäuser bei Kößlarn, Siedlung"
"Holzhäuser b. Kößlarn, Abzw.",6228,"Holzhäuser bei Kößlarn, Abzw."
Öd bei Kößlarn,6228,Öd bei Kößlarn
Krumpendobl,6228,Krumpendobl
Enthof,6228,Enthof
"Thanham, Kreuzung",6228,"Thanham, Kreuzung"
"Kößlarn, Unterer Markt",6228,"Kößlarn, Unterer Markt"
Neugertsham,6228,Neugertsham
Thanham,6228,Thanham
Leithen bei Kößlarn,6228,Leithen bei Kößlarn
"Kößlarn, Unterer Markt",6228,"Kößlarn, Unterer Markt"
Neugertsham,6228,Neugertsham
Thanham,6228,Thanham
Baderöd,6228,Baderöd
"Weihmörting, Kirche",6228,"Weihmörting, Kirche"
Kreuzstraße Tankstelle,6324,Kreuzstraße Tankstelle
"Passau, Hbf",6324,"Passau, Hbf"
"Passau, Christdobl",6324,"Passau, Christdobl"
"Straßkirchen, Gh. Girmindl",6324,"Straßkirchen, Gh. Girmindl"
Schlott bei Straßkirchen,6324,Schlott bei Straßkirchen
Bärnbach B 12,6324,Bärnbach B 12
Leoprechting B 12,6324,Leoprechting B 12
Kreuzstraße B 12,6324,Kreuzstraße B 12
Kreuzstraße Tankstelle,6324,Kreuzstraße Tankstelle
"Hutthurm, Sonnenhang",6324,"Hutthurm, Sonnenhang"
"Hutthurm, Bayerwaldstraße",6324,"Hutthurm, Bayerwaldstraße"
"Lenzersdorf, Abzw",6324,"Lenzersdorf, Abzw"
"Kalteneck, Fuchsmühle",6324,"Kalteneck, Fuchsmühle"
Ramling,6324,Ramling
"Prag, Kaltenecker-Str.",6324,"Prag, Kaltenecker-Str."
"Prag, Auto Fisch",6324,"Prag, Auto Fisch"
Oberpretz,6324,Oberpretz
"Prag St 2321, Abzw Wimperstadl",6324,"Prag St 2321, Abzw Wimperstadl"
Wimperstadl,6324,Wimperstadl
Vendelsberg,6324,Vendelsberg
"Guttenhofen, Abzw",6324,"Guttenhofen, Abzw"
"Waldkirchen, Am Kreisel",6324,"Waldkirchen, Am Kreisel"
"Waldkirchen, Gesundheitszentrum",6324,"Waldkirchen, Gesundheitszentrum"
"Waldkirchen, Bus Bf.",6324,"Waldkirchen, Bus Bf."
"Waldkirchen, Abzw. Bf.",6324,"Waldkirchen, Abzw. Bf."
"Waldkirchen, Gymnasium",6324,"Waldkirchen, Gymnasium"
"Passau, Hbf",6380,"Passau, Hbf"
"Passau, Am Schanzlturm",6380,"Passau, Am Schanzlturm"
"Passau, Nagelschmiedgasse",6380,"Passau, Nagelschmiedgasse"
"Passau, Rathaus",6380,"Passau, Rathaus"
"Passau, Römerplatz",6380,"Passau, Römerplatz"
"Passau, Christdobl",6380,"Passau, Christdobl"
"Passau, Burgwald",6380,"Passau, Burgwald"
"Salzweg, Außenstelle LRA",6380,"Salzweg, Außenstelle LRA"
"Angl, Bäckerei Vogl",6380,"Angl, Bäckerei Vogl"
"Salzweg, Rathaus",6380,"Salzweg, Rathaus"
"Salzweg, Postgasse",6380,"Salzweg, Postgasse"
"Salzweg, Jägeröd",6380,"Salzweg, Jägeröd"
Franklbach,6380,Franklbach
Schreiberfeld,6380,Schreiberfeld
"Straßkirchen, Gh. Girmindl",6380,"Straßkirchen, Gh. Girmindl"
Schlott bei Straßkirchen,6380,Schlott bei Straßkirchen
Bärnbach B 12,6380,Bärnbach B 12
Leoprechting B 12,6380,Leoprechting B 12
Kreuzstraße B 12,6380,Kreuzstraße B 12
Kreuzstraße Tankstelle,6380,Kreuzstraße Tankstelle
"Hutthurm, Sonnenhang",6380,"Hutthurm, Sonnenhang"
"Hutthurm, Bayerwaldstraße",6380,"Hutthurm, Bayerwaldstraße"
"Hutthurm, Schule",6380,"Hutthurm, Schule"
"Hutthurm, Sportplatz",6380,"Hutthurm, Sportplatz"
Kreuzstraße Tankstelle,6380,Kreuzstraße Tankstelle
"Büchlberg, Post",6380,"Büchlberg, Post"
"Büchlberg, Kremsreiter",6380,"Büchlberg, Kremsreiter"
"Büchlberg, BBW",6380,"Büchlberg, BBW"
"Bad Griesbach, Grund- und Mittelschule",7567,"Bad Griesbach, Grund- und Mittelschule"
"Bad Griesbach, Realschule",7567,"Bad Griesbach, Realschule"
"Bad Griesbach, Stadtplatz",7567,"Bad Griesbach, Stadtplatz"
"Bad Griesbach, Post",7567,"Bad Griesbach, Post"
"Bad Griesbach, Lindenfeld",7567,"Bad Griesbach, Lindenfeld"
"Bad Griesbach, Therme",7567,"Bad Griesbach, Therme"
Aunham bei Bad Griesbach,7567,Aunham bei Bad Griesbach
"Aunham bei Bad Griesbach, HsNr. 20",7567,"Aunham bei Bad Griesbach, HsNr. 20"
Afham bei Karpfham,7567,Afham bei Karpfham
"Karpfham b.Griesb., Tankstelle",7567,"Karpfham bei Griesb., Tankstelle"
Singham,7567,Singham
"Singham, Campingplatz",7567,"Singham, Campingplatz"
Schwaim,7567,Schwaim
"Karpfham, Bf",7567,"Karpfham, Bf"
"Maierhof, Kapelle",7567,"Maierhof, Kapelle"
"Asbach b.Rotthalm., Kloster",7567,"Asbach bei Rotthalm., Kloster"
"Asbach b.Rotthalm., Holzhäuser",7567,"Asbach bei Rotthalm., Holzhäuser"
"Weihmörting, Abzw",7567,"Weihmörting, Abzw"
Baderöd,7567,Baderöd
"Holzhäuser, Haus Nr.15",7567,"Holzhäuser, Haus Nr.15"
"Weihmörting, Abzw Karpfham",7567,"Weihmörting, Abzw Karpfham"
"Schalkham, Straßenkreuzung",7567,"Schalkham, Straßenkreuzung"
Wopping,7567,Wopping
"Penning, Schätz",7567,"Penning, Schätz"
"Rotthalmünster, Griesb. Str.",7567,"Rotthalmünster, Griesb. Str."
"Rotthalmünster, Marktplatz",7567,"Rotthalmünster, Marktplatz"
"Bad Griesbach, Grund- und Mittelschule",7568,"Bad Griesbach, Grund- und Mittelschule"
"Bad Griesbach, Realschule",7568,"Bad Griesbach, Realschule"
"Bad Griesbach, Stadtplatz",7568,"Bad Griesbach, Stadtplatz"
"Bad Griesbach, Passauer Str.",7568,"Bad Griesbach, Passauer Str."
"Bad Griesbach, Feuerwehrhaus",7568,"Bad Griesbach, Feuerwehrhaus"
"Obergrün, Abzw",7568,"Obergrün, Abzw"
"Reutern, Abzw Adlmörting",7568,"Reutern, Abzw Adlmörting"
"Reutern, Gh Lorenz",7568,"Reutern, Gh Lorenz"
"Schmidham, Ortenburger-Str.5",7568,"Schmidham, Ortenburger-Str.5"
"Schmidham, Abzw Tettenweis",7568,"Schmidham, Abzw Tettenweis"
Tadlhub,7568,Tadlhub
Tettenham,7568,Tettenham
Tettenweis,7568,Tettenweis
"Taubenhub, Abzw",7568,"Taubenhub, Abzw"
Kreuzkeller,7568,Kreuzkeller
Aumühle bei Pocking,7568,Aumühle bei Pocking
"Pocking, Hauptschule",7568,"Pocking, Hauptschule"
"Pocking, Gymnasium",7568,"Pocking, Gymnasium"
"Pocking, Förderschule",7568,"Pocking, Förderschule"
"Pocking, Gymnasium",7568,"Pocking, Gymnasium"
"Pocking, Bahnhof",7568,"Pocking, Bahnhof"
"Kirchham, Schule",7569,"Kirchham, Schule"
"Kirchham, Tankstelle",7569,"Kirchham, Tankstelle"
"Rotthalmünster, Griesb. Str.",7569,"Rotthalmünster, Griesb. Str."
"Rotthalmünster, Marktplatz",7569,"Rotthalmünster, Marktplatz"
"Rotthalmünster, Krankenhaus",7569,"Rotthalmünster, Krankenhaus"
Auretsdobl,7569,Auretsdobl
"Auretsdobl, Abzw Linding",7569,"Auretsdobl, Abzw Linding"
Huterbauer,7569,Huterbauer
"Schambach, Abzw Rotthalm.",7569,"Schambach, Abzw Rotthalm."
"Hart, Abzw Wendlmuth",7569,"Hart, Abzw Wendlmuth"
Hart bei Aigen (Inn),7569,Hart bei Aigen (Inn)
"Hart bei Aigen (Inn), Siedlung",7569,"Hart bei Aigen (Inn), Siedlung"
"Aigen (Inn), Leonhardikirche",7569,"Aigen (Inn), Leonhardikirche"
"Aigen (Inn), Ortsmitte",7569,"Aigen (Inn), Ortsmitte"
"Aigen (Inn), Schule",7569,"Aigen (Inn), Schule"
"Irching, Ortsmitte",7569,"Irching, Ortsmitte"
"Egglfing, Egglfinger Hof",7569,"Egglfing, Egglfinger Hof"
"Safferstetten, Dorfplatz",7569,"Safferstetten, Dorfplatz"
"Bad Füssing, Kath. Kirche",7569,"Bad Füssing, Kath. Kirche"
"Bad Füssing, Füssinger Hof",7569,"Bad Füssing, Füssinger Hof"
"St. Salvator, Ortsmitte",7570,"St. Salvator, Ortsmitte"
Oberbergham,7570,Oberbergham
"St. Salvator, Ortsmitte",7570,"St. Salvator, Ortsmitte"
"St. Salvator, Abzw",7570,"St. Salvator, Abzw"
"Zehentreith, Abzw",7570,"Zehentreith, Abzw"
"Forsting, Abzw",7570,"Forsting, Abzw"
"Bad Griesbach, Stadtplatz",7570,"Bad Griesbach, Stadtplatz"
"Bad Griesbach, Realschule",7570,"Bad Griesbach, Realschule"
"Weweck, Abzw Hübing",7571,"Weweck, Abzw Hübing"
Oberbergham,7571,Oberbergham
Bergham bei Haarbach,7571,Bergham bei Haarbach
"Anleng, Abzw",7571,"Anleng, Abzw"
"Dorfbach, Gh Gruber",7571,"Dorfbach, Gh Gruber"
Reisbach,7571,Reisbach
Au bei Reisbach,7571,Au bei Reisbach
Hofstetten bei Rainding,7571,Hofstetten bei Rainding
Rainding,7571,Rainding
Hof bei Rainding,7571,Hof bei Rainding
"Wies bei Sammarei, Anw. Haider",7571,"Wies bei Sammarei, Anw. Haider"
"Wies bei Sammarei, An der Brücke",7571,"Wies bei Sammarei, An der Brücke"
"Unterthalham, Abzw",7571,"Unterthalham, Abzw"
Sachsenham,7571,Sachsenham
"Anleng, Abzw",7571,"Anleng, Abzw"
Niederham bei Haarbach,7571,Niederham bei Haarbach
"Haarbach, Abzw Rainding",7571,"Haarbach, Abzw Rainding"
"Grongörgen, Abzw",7571,"Grongörgen, Abzw"
"Oberndorf bei Griesbach, Abzw",7571,"Oberndorf bei Griesbach, Abzw"
Kroißen,7571,Kroißen
"Kemauthen, Hs.-Nr.3",7571,"Kemauthen, Hs.-Nr.3"
Kemauthen,7571,Kemauthen
Wolfakirchen,7571,Wolfakirchen
Edt bei Haarbach,7571,Edt bei Haarbach
Brunndobl,7571,Brunndobl
Lerchen HsNr 6,7571,Lerchen HsNr 6
Lerchen,7571,Lerchen
Schmelzenholzham,7571,Schmelzenholzham
"Winkl bei Haarbach, Abzw",7571,"Winkl bei Haarbach, Abzw"
"Riedertsham, Abzw",7571,"Riedertsham, Abzw"
"Amsham b.Griesbach, Abzw Haag",7571,"Amsham bei Griesbach, Abzw Haag"
Amsham bei Griesbach,7571,Amsham bei Griesbach
St. Wolfgang,7571,St. Wolfgang
Buchet,7571,Buchet
